"album","total_views"
"MultiViral","538169383"
"Brothers in Arms","538031906"
"Tha Carter III (MTV Bonus Version)","536563987"
"Made In Turkey","534361411"
"Calm Down (with Selena Gomez)","534245156"
"Don't Let Me Down (Remixes) (feat. Daya)","532362557"
"Aqui O Sistema É Bruto","531071679"
"Hot Pink","530900482"
"Too Hard","529727050"
"Moosetape","528528545"
"Farruko Presents Los Menores","528082104"
"Asesina (Remix)","527765089"
"Dreaming Out Loud","527266135"
"Echoes, Silence, Patience & Grace","526702459"
"Kanye West Presents Good Music Cruel Summer","526500360"
"Malvadão 3","526441132"
"Young And Beautiful","525904821"
"Ashanti","525475802"
"Hexada","525106670"
"Look Sharp!","524247171"
"Dutty Rock (20th Anniversary)","523185170"
"KHALED KHALED","521884319"
"Skyfall","521616925"
"Imprevisível","521338200"
"Bad (Remastered)","520978152"
"Jaan Ban Gaye (From ""Khuda Haafiz"")","520599518"
"Kane Brown (Deluxe Edition)","520364745"
"Indigo","520066800"
"Rolling Papers","519339021"
"4K","519323450"
"Thoda Thoda Pyaar","519075557"
"La 167","518925108"
"Festa das Patroas 35%","518166257"
"The Pinkprint (Deluxe)","516856674"
"Me Sinto Abençoado","516342726"
"Promiscuous (Radio Edit)","516193793"
"By the Way (Deluxe Edition)","515641055"
"Make It Big","515330971"
"My Love Is Your Love","515181641"
"Coast To Coast (Expanded Edition)","514961668"
"El Amor En Los Tiempos Del Perreo","513768167"
"Younger Now","512404807"
"Déjenme Llorar","511959872"
"Que Bendición","511537476"
"FourFiveSeconds","511194127"
"Save Me, San Francisco (Golden Gate Edition)","510636366"
"Fever","510087752"
"Nightmare","510022718"
"Amanecer (Remixed)","509774293"
"Head & Heart (feat. MNEK) [Tiësto Remix]","509475876"
"Head & Heart (feat. MNEK)","509475876"
"Sin Miedo a Nada","509076387"
"Más","508714714"
"Tell Me You Love Me","507979111"
"An Awesome Wave","507966574"
"Hypnotize","507132853"
"The Search","506007333"
"A Star Is Born Soundtrack (Without Dialogue)","505936582"
"Tomahawk Technique","505918510"
"BALLADS 1","505817500"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","505104646"
"No Te Creas Tan Importante (En Vivo)","504437790"
"Shakira: Bzrp Music Sessions, Vol. 53","504220135"
"En Tus Planes","503570834"
"Shatter Me","503532283"
"Thalia En Primera Fila","502291810"
"Hits Of Guru Randhawa","501646984"
"Harry's House","501393246"
"La Sonora Santanera en Su 60 Aniversario","501041397"
"Easy Money Baby","500235183"
"Dynasty","500079650"
"KISS 40","500079650"
"Goodies","499820696"
"Te Vi","499301901"
"Lembranças","499225113"
"Mi Sangre","499063048"
"Gloria","498879931"
"Backpack Australia","498443849"
"lovestrong.","497666806"
"SR3MM","497622935"
"The Writing's On The Wall","496424933"
"Montevallo","494249973"
"B.O.A.T.S. II #METIME (Deluxe)","493721527"
"Vaaranam Aayiram (Original Motion Picture Soundtrack)","492306751"
"Meet The Woo","489988992"
"Dreamland (+ Bonus Levels)","489764211"
"Plata O Plomo","488743491"
"Back to You (feat. Bebe Rexha & Digital Farm Animals)","488528623"
"Fã de Carteirinha Sunset (Ao Vivo)","488079259"
"Late Nights: The Album","488055684"
"11 RAZONES","486878360"
"Forever Young (Super Deluxe Edition; 2019 Remaster)","486813559"
"Guerra (+ Sessions Recorded at Abbey Road)","486762867"
"The Documentary","486575087"
"Sueño XXX","486369794"
"IT'z ME","486276423"
"Turning Point","486108362"
"THE WAR - The 4th Album","485866873"
"Formula of Love: O+T=<3","484424848"
"Bat Out Of Hell II: Back Into Hell","483904344"
"Yo x Ti, Tu x Mi","483769875"
"O Saathi (From ""Baaghi 2"")","483433009"
"I Need A Doctor","482937774"
"Business As Usual","481505172"
"Born In The U.S.A.","481292788"
"Snacks","481240407"
"Ocean Eyes","480239520"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Acoustic]","479927390"
"Party Rock","479900919"
"Same Beef","479574570"
"Ripcord","479545474"
"Eyes Wide Open","477671640"
"Pa' Luego Es Tarde","477391431"
"Cuatro Caminos","477377726"
"Escape","477238688"
"TESTING","477211057"
"Shower","477000016"
"Naacho Naacho (From ""Rrr"")","476786093"
"First Steps","476618345"
"HAIZ","475752310"
"I Am Not A Human Being II (Deluxe)","475532733"
"Madura","475238734"
"Under The Mistletoe (Deluxe Edition)","474786201"
"Desde El Rancho","474073027"
"Eu Tenho a Senha","473958260"
"Amantes de una Noche","473324490"
"Gali Gali (From ""Kgf Chapter 1"")","472320564"
"Dig Your Roots","471512669"
"Por Inteiro (Ao Vivo)","471221317"
"21st Century Breakdown","470464081"
"Tees Maar Khan","470106799"
"summer,","469585128"
"comethru","469585128"
"Please Excuse Me for Being Antisocial","469361248"
"Eres la Persona Correcta en el Momento Equivocado (Deluxe Edition)","467500757"
"FATHER OF 4","467393771"
"Bang Bang (Original Motion Picture Soundtrack)","467380534"
"Cocktail","467348519"
"Versions of Me","467274169"
"Los Legendarios 001","467153339"
"Dizzy up the Girl","466303674"
"Man On The Moon: The End Of Day (Deluxe)","466169652"
"Back of My Mind","465976112"
"LEGENDADDY","465885395"
"...But Seriously (Deluxe Edition)","465264237"
"Waking Up","465011114"
"Golden Hour","464659688"
"Whitney Houston","464375611"
"SweetSexySavage (Deluxe)","462024111"
"It Ain't Me","461669141"
"The Better Life","461668744"
"Home (Deluxe Edition)","460878307"
"Panini","460319610"
"A Corazón Abierto","459879507"
"Unbroken","459456025"
"Kusu Kusu (From ""Satyameva Jayate 2"")","459404408"
"Feel Special","459290870"
"OTW","458690696"
"Eeswaran (Original Motion Picture Soundtrack)","457909278"
"Hear Me Now (feat. Zeeba)","457043893"
"Un Día Normal","455807673"
"Please Me","455590677"
"Vessel","455501387"
"Enjoy Enjaami","455272437"
"My Way","455055642"
"Zé Ramalho Ao Vivo 2005","454833046"
"Perfect Symphony (Ed Sheeran & Andrea Bocelli)","454581312"
"Swimming","454175031"
"Come Over When You're Sober, Pt. 1","453426650"
"Peligro","453246795"
"iDon","452974132"
"Unleashed","452640443"
"All the Right Reasons","452208861"
"The King Is Back (#LatinIBIZAte)","451771136"
"Stronger (Deluxe Version)","450948690"
"bloom","449712619"
"679 (feat. Remy Boyz)","449447425"
"Pink Friday ... Roman Reloaded","449295724"
"CoComelon Essentials","448936830"
"Westlife","448733371"
"Viajero Frecuente - Destino México","447418651"
"Saudade Arregaça","447341913"
"Traveler","446934306"
"Ricky Martin","446164706"
"The Lumineers","445471642"
"Repeat Offender","445011488"
"Oracular Spectacular","443659601"
"PSY 9th","443436665"
"30","442935309"
"Born Sinner (Deluxe Version)","442773086"
"Hornn Blow","442672447"
"Victory Lap","442533562"
"Everything Is 4","442303756"
"Imaterial (Deluxe)","442186248"
"Primero Soy Mexicana","442034239"
"Casei Com a Putaria","441799469"
"MTV Unplugged In New York","441383822"
"Cheiro do Mato (Acústico)","440988852"
"Astro Lounge","440537715"
"The Getaway","440037964"
"Born This Way","439580527"
"Trip","439447423"
"Meet The Vamps","439425649"
"De Viaje","437854535"
"Everybody","437760740"
"Me Vas a Extrañar (En Vivo)","437088770"
"Only One Flo (Part 1)","436834507"
"Hot Shot","435753427"
"Know-It-All","435311706"
"Settle (Deluxe)","434995630"
"Aftermath","434986145"
"Chopin: Nocturnes","434752238"
"The World Is Yours","434596867"
"Kalank (Original Motion Picture Soundtrack)","433805572"
"La Estrategia","433771826"
"150 Preschool Songs","433209650"
"Promises (with Sam Smith)","432970937"
"Funhouse (Expanded Edition)","432775314"
"Decode","432460330"
"Waking Up The Neighbours","432352228"
"Love Aaj Kal (Original Motion Picture Soundtrack)","432188944"
"Azhar","432135518"
"Double Dutchess","430883131"
"Enemy (from the series Arcane League of Legends)","430049383"
"Rave & Roses","429643863"
"G.O.A.T.","428504716"
"American Idiot","427975649"
"EX'ACT","427819325"
"Love Story","427802228"
"I Cry When I Laugh","427405053"
"Maya","426966487"
"Veer - Zaara","426965900"
"In My Own Words","426576337"
"Rare","424473679"
"Rustom (Original Motion Picture Soundtrack)","424425850"
"Kyougen","424308997"
"200 KM/H In The Wrong Lane (10th Anniversary Edition)","423635266"
"Laugh Now Cry Later (feat. Lil Durk)","423411891"
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]","421383484"
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]","421218993"
"O Som das Multidões","420983494"
"Bachna Ae Haseeno","420882413"
"The Carnival","420695078"
"Stripped","420618047"
"In A Perfect World...","420437751"
"blink-182","419746085"
"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")","419381636"
"Abrázame Muy Fuerte","419259791"
"No Angel","419174439"
"Fantastic Boney M.","418957377"
"Flicker (Deluxe)","418869706"
"Mezmerize","418718828"
"Franco De Vita En Primera Fila","418467726"
"Stuck with U","418265728"
"Pideme (En Vivo)","418188378"
"That's Christmas To Me (Deluxe Edition)","418040068"
"Ready to Die (The Remaster)","417580910"
"The King Is Back","417561755"
"Un alumno más","417127249"
"Dookie","417086874"
"Cauty VS Young Cauty","416828803"
"Eyes Open","416331836"
"Dhadak","416210577"
"Todos Os Cantos, Vol. 3 (Ao Vivo)","415958398"
"Descendants 3 (Original TV Movie Soundtrack)","415547653"
"No More Drama","414588236"
"ARTPOP","414170299"
"Teraa Surroor","413420345"
"Ao Vivo - Na Palma da Mão","413187334"
"Born To Die – Paradise Edition (Special Version)","413081416"
"TALKING IS HARD","412574443"
"Happiness Begins","412480173"
"May 25th","412165445"
"Collected","411794340"
"Confessions on a Dance Floor","411386702"
"Najaa (From ""Sooryavanshi"")","410524856"
"A Mí","409317384"
".5: The Gray Chapter (Special Edition)","409072756"
"Bipolar","409041641"
"B4 The Storm","408741081"
"PSY 8th 4X2=8","408580081"
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","408529839"
"Fanmail","408392602"
"Shut Up And Dance (Acoustic)","408341372"
"Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack)","408277065"
"DVD Novo dos Barões da Pisadinha Ao Vivo","408084405"
"Gully Boy","407955066"
"Baar Baar Dekho (Original Motion Picture Soundtrack)","407372059"
"African Giant","406894009"
"Volví","406596572"
"hopeless fountain kingdom (Deluxe)","405484469"
"Aaja Nachle","405339514"
"Freio da Blazer","405138740"
"Vicentico 5","404837476"
"Better When I'm Dancin'","404286311"
"Sans visa","404154093"
"Cover Sessions, Vol. 3","403802024"
"The Academy","403794922"
"54+1","403741495"
"A Place We Knew","403641863"
"Gracias Por Creer","403333674"
"El Madrileño","403221310"
"Phoenix","403168485"
"YRF Top 10 - Nightout Sounds","402997461"
"Om Shanti Om","402720659"
"Girl on Fire (Remixes) - EP","402155443"
"Got Your Six (Deluxe)","402005708"
"Man of the Woods","401909529"
"The Joshua Tree (Super Deluxe)","401679705"
"Birdy","401672901"
"Jagged Little Pill (2015 Remaster)","401343870"
"Familia","401289890"
"Kinna Sona (From ""Marjaavaan"")","401147924"
"Beautiful (feat. Camila Cabello)","398934024"
"Khiladi 786","398876627"
"Mariposa Traicionera","398681879"
"Oops!... I Did It Again","398575571"
"GG Astral (Ao Vivo)","398086402"
"Airlift","398026293"
"CARAVANA","397882300"
"Sigh No More","397393724"
"Charleston, SC 1966","397049576"
"LONG.LIVE.A$AP (Deluxe Version)","396774856"
"I met you when I was 18. (the playlist)","396698127"
"Three Cheers for Sweet Revenge","396622226"
"Avenged Sevenfold","396272646"
"Ready For Romance","396196281"
"Blue KNY Factory Remix","395283678"
"The London Sessions","394851831"
"~how i'm feeling~","394768512"
"The Open Door","393924746"
"Mesmeric Vocalzz - Tulsi Kumar","392280754"
"II","392090580"
"Viejo Marihuano","391420175"
"Buteco in Boston (Ao Vivo)","391411167"
"Because the Internet","391314151"
"Tickets To My Downfall","390829789"
"Good Things","390572946"
"Paramore","390364593"
"Hasta la Raíz (Edición Especial)","388766612"
"Cavalo de Tróia","387593629"
"Si Me Dices Que Sí","387540367"
"Whitney","387271564"
"Good Life (with G-Eazy & Kehlani)","387186457"
"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","386818525"
"Bendecído","386684637"
"Heaven Or Hell","386656274"
"Oh! - The Second Album","386487880"
"Namaste England (Original Motion Picture Soundtrack)","386338180"
"Al Fin Te Encontré","386206615"
"Qayamat Se Qayamat Tak","386054491"
"...Nothing Like The Sun","385821196"
"Bloom","385776471"
"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1 (Deluxe Edition)","385748680"
"Archivos de Mi Vida","385491040"
"Various Positions","385275863"
"Relación (Remix)","384895044"
"My Own Lane (Expanded Edition)","384484469"
"Shell Shocked (feat. Kill the Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]","384255720"
"Friendly Reminder","383830747"
"White Noise Calming Piano Melodies","383794078"
"Konvicted (Complete Edition)","382592398"
"Rebel Yell","382188649"
"Parallel Lines","381769590"
"Me Against The World","381061439"
"Sweetener","380917647"
"J.Lo","380913980"
"Sueños Líquidos","380692511"
"True Believers","380141359"
"Recuérdame Con Cartas Y Algo Más... Los Exitos (Deluxe Edition)","380127094"
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","379873800"
"Senderos De Traición - Edición Especial","379486273"
"Ayer","379134057"
"Best Of Blondie","379063426"
"Calle 13 (Explicit Version)","378574371"
"Cómo Le Digo","378341985"
"Monotonía","378276955"
"Jordan","377865126"
"GO LIVE","377725410"
"The Perfect Red Velvet - The 2nd Album Repackage","377692019"
"A Beautiful Lie","377224809"
"GEMINI","377046325"
"A Fever You Can't Sweat Out","377032971"
"Chicken Noodle Soup (feat. Becky G)","374784357"
"Uncover","374703570"
"Sin Bandera","373735120"
"Devil Without a Cause","373733976"
"Hyperion","373223649"
"Eu Fiz o Jogo Virar","373187462"
"The Middle","372926695"
"Ek Tha Tiger","371831083"
"CNCO","371764428"
"Once Upon A Time (Super Deluxe)","371398565"
"La Bachata","370947744"
"Take Off Your Pants And Jacket","370884623"
"Cheese","370836377"
"Goodbye Lullaby (Expanded Edition)","370742834"
"Haciendo Historia","370168799"
"Cumbia Del Corazón","370070540"
"En Tu Perra Vida","369508195"
"Freudian","369500623"
"La Vida Al Viento","368926117"
"Stankonia","368413648"
"True 2 Myself","367749102"
"Crash My Party","367536981"
"Brand New Day","367533164"
"Además de Mí (Remix)","367440408"
"LUAN CITY (Ao Vivo)","367421398"
"Americana","367404342"
"#NAME?","367138096"
"Graveto (Ao Vivo)","365525594"
"Cabrones y Vagos","365169541"
"In A Perfect World (Expanded Edition)","365129706"
"La Flaca","364627860"
"Blue Hawaii","363854960"
"PSYCHODRAMA","363571916"
"TAKE TIME","363357875"
"Ten","363007840"
"Free Wired","362825123"
"A New Day Has Come","362638070"
"Thats What They All Say","362529914"
"It's Time","362131299"
"La Guzmán en Primera Fila","361937789"
"Celebrando a una Leyenda (En Vivo)","361636915"
"Hangover","361443094"
"Me Está Gustando","361258401"
"Doll Domination (Deluxe)","360921188"
"The Resistance","360759036"
"Veere Di Wedding (Original Motion Picture Soundtrack)","360629232"
"Feed Tha Streets II","360558834"
"Rammstein","360305035"
"Sigue Bailandome","360277516"
"The Colour And The Shape","359971466"
"Contraste","359807660"
"Arms Around You (feat. Maluma & Swae Lee)","359479368"
"Eclipse","359392458"
"Disney Summer Songs","358778984"
"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")","358451586"
"Quiero Volver","358343671"
"Ya Supérame (En Vivo)","357384393"
"Vida Cara","357062838"
"Jealous - EP","357044985"
"Certified Lover Boy","357012455"
"All About You","356990539"
"Your Name.","356913434"
"Survivor","356876938"
"Cama Incendiada","356859999"
"Badrinath Ki Dulhania","356812170"
"‘The ReVe Festival’ Finale","356138341"
"My Everything (Deluxe)","355997948"
"The Miseducation of Lauryn Hill","355949185"
"CKay The First","355841027"
"love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix]","355841027"
"Cuz I Love You (Super Deluxe)","355829064"
"8701","355120479"
"Voy Por El Sueno de Muchos","355036508"
"Entren Los Que Quieran","354594190"
"MORE","354522509"
"Mellon Collie And The Infinite Sadness (Deluxe Edition)","354465331"
"Purple Rain","353739394"
"Perfecta","353528622"
"LIVING THINGS","353135986"
"Destiny Fulfilled","352800458"
"DOCE 22","352799637"
"Mi Mexico","352435270"
"Oxymoron (Deluxe)","352154719"
"Follow The Leader","352047291"
"Hawa Hawa (From ""Mubarakan"")","351927226"
"Relapse: Refill","351589402"
"Endstufe (Deluxe Edition)","351472081"
"Jayeshbhai Jordaar","351375558"
"Kill The Lights (Deluxe)","351158752"
"My Turn (Deluxe)","351144301"
"Look Up Child","351019732"
"Tiago PZK: Bzrp Music Sessions, Vol. 48","350807158"
"UTA'S SONGS ONE PIECE FILM RED","350124611"
"Uebe","349386390"
"Love, Damini","349181901"
"Tú No Amas","348916075"
"Student of the Year (Original Motion Picture Soundtrack)","348285559"
"Tum Hi Aana (From ""Marjaavaan"")","348233689"
"Soulful Sonu Nigam Specials","348208240"
"Shiddat","347761685"
"Shawn Mendes","347731363"
"How To Save A Life","346681622"
"Frontiers","346354907"
"Cottonwood","345590775"
"LM5 (Deluxe)","345283215"
"Atado A Tu Amor","344790169"
"NOEASY","343870324"
"Acústico Jota Quest","343786623"
"Gangsta Memorial","343556521"
"Raees","343247451"
"All Killer, No Filler","343209804"
"No Brainer","341517341"
"Golpe Avisa","341172123"
"Beauty Marks","340131858"
"La Rueda De La Fortuna","340103465"
"This Is War","339896332"
"Beautiful Trauma","339837769"
"L'Everest (Deluxe Edition)","339788007"
"Electricity (with Dua Lipa)","339506372"
"Tailgates & Tanlines","339465061"
"4275 (Bonus Version)","339413275"
"Rebelde","338864175"
"Regulate… G Funk Era","338819562"
"Clarity","338451229"
"The Heat","338124134"
"Delincuente","338115772"
"Violator | The 12"" Singles","338084498"
"Mis Manos","337991110"
"Flamingos","337873532"
"Sobrio","337471245"
"Three Days Grace","337458032"
"Som No Talo","337326632"
"Emotion (Deluxe Expanded Edition)","337261284"
"Baby On Baby","337101776"
"Gentleman 2.0","336061047"
"Colección Adoración","336012357"
